future_id,Energy_DACCS,Energy_DOCCS,Energy_EW,Energy_OA,EnergyL,Land_A/R,Land_BECCS,LandL,ER_A/R,ER_BC,ER_BECCS,ER_DACCS,ER_DOCCS,ER_EW,ER_OA,ER_SCS,CDRRequired,Ymax_A/R,Ymax_BC,Ymax_BECCS,Ymax_DACCS,Ymax_DOCCS,Ymax_EW,Ymax_OA,Ymax_SCS,GeoSt,Solved,Removals,Costs,A/R,BC,BECCS,DACCS,DOCCS,EW,OA,SCS,Land,Energy,Water,Nitrogen,Phosphorous,BECCS_2050,A/R_2050,SCS_2050,BC_2050,DACCS_2050,EW_2050,OA_2050,DOCCS_2050,BECCS_2075,A/R_2075,SCS_2075,BC_2075,DACCS_2075,EW_2075,OA_2075,DOCCS_2075,BECCS_2100,A/R_2100,SCS_2100,BC_2100,DACCS_2100,EW_2100,OA_2100,DOCCS_2100,BECCS_removed,A/R_removed,SCS_removed,BC_removed,DACCS_removed,EW_removed,OA_removed,DOCCS_removed
2459,6.467,4.433,0.5,4.767,2040,0.07,0.04,500000000,-0.147,0,-0.083,0.083,0.094,-0.039,0.05,-0.206,9E+11,4150000000,4710000000,7840000000,15500000000,7300000000,3800000000,13600000000,1740000000,8000000000,1,9E+11,1.4284E+13,4150000000,4710000000,4554598563,4990418315,1,3800000000,13600000000,1740000000,492667270.8,4.38635E+11,178184.7831,3511.978857,1256.136203,0,1599999999,1519999998,0,0,0,0,0,0,2170000000,1739999999,2499500000,4990408315,0,0,0,4552778563,2170000000,1739999999,4709500000,4990408315,3799999999,13599999999,0,80159269111,2.7315E+11,92399999995,1.06708E+11,1.36301E+11,38000000010,1.73282E+11,10
2460,8.233,8.3,12.5,4.767,2035,0.07,0.04,700000000,-0.202,0,0.05,0.05,0.083,0.05,0.05,-0.206,1.1E+12,2000000000,5970000000,1890000000,12500000000,1900000000,3000000000,13600000000,1740000000,20000000000,1,1.1E+12,2.20984E+13,2000000000,5970000000,1890000000,4042004069,1,1,13600000000,1740000000,239043623.6,4.90545E+11,137747.2799,5627.321399,1802.515612,1888180000,20000000,1739999999,2499500000,0,0,0,0,1888180000,20000000,1739999999,5969500000,0,0,9503873003,0,1888180000,20000000,1739999999,5969500000,4041994069,0,13599999999,0,1.13427E+11,1.502E+11,1.24144E+11,2.76308E+11,40105660379,10,3.95815E+11,10
2461,8.233,2.5,8.5,2.733,2035,0.09,0.04,500000000,-0.091,0.1,-0.117,0.106,0.061,-0.05,-0.05,-0.01,9E+11,5870000000,4080000000,4270000000,5000000000,4600000000,2800000000,5200000000,1930000000,16000000000,1,9E+11,1.56935E+13,4399999999,4080000000,2499999999,5000000000,1,2800000000,3625202751,1930000000,500000000,3.74363E+11,161351.5479,4933.291112,1539.395023,0,1599999999,1929999999,0,691255289,0,0,0,0,2419999999,1929999999,4079500000,4999990000,0,0,0,2498179999,2419999999,1929999999,4079500000,4999990000,2799999999,3625202750,0,50027299980,2.73844E+11,1.4475E+11,1.55307E+11,1.75567E+11,28000000010,72504055028,10
2462,6.467,8.3,8.5,2.733,2030,0.08,0.105,400000000,-0.008,0.033,-0.017,0.083,0.15,-0.05,-0.033,-0.132,5E+11,4150000000,2190000000,1890000000,11000000000,3700000000,3400000000,2400000000,2120000000,8000000000,1,5E+11,6.49954E+12,4150000000,2190000000,1820000,8000000000,1,1,1,2120000000,378400000,2.5868E+11,100418.5563,2708.470688,784.70475,0,323300999,2119999999,0,0,0,0,0,0,1143300999,2119999999,0,2999990000,0,0,0,0,2170000000,2119999999,2189500000,7999990000,0,0,0,27300000,2.07065E+11,1.06E+11,21907500000,1.65E+11,10,10,10
2463,8.233,4.433,8.5,0.7,2030,0.07,0.17,800000000,-0.008,-0.017,-0.117,0.061,0.094,0.05,-0.033,-0.01,1E+12,2000000000,930000000,4270000000,18500000000,2800000000,2000000000,12200000000,980000000,12000000000,1,1E+12,2.24956E+13,2000000000,930000000,3608205020,9735908138,1,2000000000,12200000000,980000000,800000000,5.28479E+11,131462.2404,2535.734044,905.8366737,0,20000000,979999999,0,1105670061,0,0,0,2765427133,20000000,979999999,929500000,6675573912,0,7199999999,0,3606385020,20000000,979999999,929500000,9735898138,1999999999,12199999999,0,1.00654E+11,1.502E+11,73500000010,41857500000,2.8091E+11,25878712320,3.27E+11,10
2464,8.233,2.5,4.5,6.8,2040,0.07,0.17,900000000,0.02,0.033,-0.083,0.083,0.117,0.028,0.067,-0.01,1.1E+12,4580000000,5970000000,6650000000,5000000000,7300000000,3400000000,13600000000,1550000000,8000000000,1,1.1E+12,2.09893E+13,4400000000,5970000000,3613188132,1254929473,1,3400000000,11269953621,1550000000,900000000,4.38636E+11,213376.4129,5677.755355,1988.03776,0,1599999999,1549999999,2499500000,427240095,0,0,0,3611368132,2419999999,1549999999,5969500000,1254919473,3399999999,1493936557,0,3611368132,2420000000,1549999999,5969500000,1254919473,3399999999,11269953620,0,1.37001E+11,2.794E+11,1.1625E+11,2.76308E+11,31373386816,1.04656E+11,1.55012E+11,10
2465,8.233,6.367,0.5,2.733,2040,0.07,0.17,900000000,-0.147,0.05,-0.15,0.05,0.128,-0.006,-0.017,-0.132,9E+11,2000000000,5970000000,7840000000,18500000000,1000000000,3600000000,6600000000,2310000000,20000000000,1,9E+11,1.58772E+13,2000000000,5970000000,2499999999,8245999244,1,3600000000,6600000000,2310000000,612826795.4,4.38636E+11,101649.1016,5446.33389,1551.85169,0,20000000,2309999999,0,0,0,0,0,0,20000000,2309999999,5969500000,3919952699,0,0,0,2498179999,20000000,2309999999,5969500000,8245989244,3599999999,6599999999,0,50027299980,1.499E+11,1.617E+11,1.86758E+11,1.57864E+11,72000000010,1.21751E+11,10
2466,4.7,6.367,12.5,0.7,2030,0.08,0.04,700000000,-0.036,0.083,-0.083,0.083,0.128,-0.039,0.067,-0.108,6E+11,3290000000,930000000,5460000000,15500000000,3700000000,2200000000,10800000000,2120000000,20000000000,1,6E+11,7.61272E+12,3290000000,930000000,1820000,12500000000,1,1,9999999999,2120000000,335700000,3.2875E+11,80239.39814,2462.55499,678.509415,0,0,1193009998,0,0,0,0,0,0,420000000,2119999999,0,4999989999,0,0,0,0,1310000000,2119999999,929500000,12499990000,0,9999999998,0,27300000,1.643E+11,1.01365E+11,9307500000,2.5E+11,10,75000000000,10
2467,8.233,4.433,4.5,4.767,2050,0.07,0.105,800000000,-0.119,0.017,0.15,0.15,0.072,0.039,0,-0.108,6E+11,5870000000,1560000000,1890000000,8000000000,9100000000,3400000000,2400000000,1360000000,20000000000,1,6E+11,8.30055E+12,4400000000,1560000000,1890000000,6394319938,1,1634588066,1,1360000000,543537055.6,3E+11,177489.9391,2805.07688,1037.967835,0,1565320377,1359999999,0,0,0,0,0,1888180000,2385320377,1359999999,1559500000,1737440867,0,0,0,1888180000,2420000000,1359999999,1559500000,6394309938,1634588065,0,0,75627300000,2.77493E+11,86200000005,39007500000,1.135E+11,8172940341,10,10
2468,6.467,4.433,4.5,0.7,2030,0.07,0.17,800000000,-0.008,-0.033,-0.117,0.106,0.083,-0.028,0.033,-0.034,1E+12,2000000000,1560000000,700000000,9500000000,8200000000,3200000000,3800000000,2120000000,12000000000,1,1E+12,1.85123E+13,2000000000,1560000000,700000000,9500000000,1,3200000000,3800000000,2120000000,314100000,3.92483E+11,89932.97137,4440.585621,1197.91415,0,20000000,2119999999,1559500000,996286008,0,3799999999,0,698180000,20000000,2119999999,1559500000,8866553272,0,3799999999,0,698180000,20000000,2119999999,1559500000,9499990000,3199999999,3799999999,0,28027300000,1.502E+11,1.59E+11,82851003707,3.25922E+11,64000000010,1.9E+11,10
2469,10,2.5,4.5,2.733,2045,0.07,0.04,300000000,-0.091,0.067,-0.15,0.139,0.117,0.05,0.05,-0.108,5E+11,5870000000,1560000000,9030000000,11000000000,4600000000,3400000000,3800000000,1360000000,12000000000,1,5E+11,6.76007E+12,3971454965,1560000000,1820000,4961470001,1,3265582165,3800000000,1360000000,300000000,3.73476E+11,109583.528,2052.906312,671.7681704,0,771454965,1359999999,0,0,0,0,0,0,1591454965,1359999999,0,2189106287,0,0,0,0,1991454965,1359999999,1559500000,4961460001,3265582164,3799999999,0,27300000,2.26576E+11,74800000010,23407500000,1.07365E+11,16327910837,51496398109,10
2470,6.467,4.433,12.5,2.733,2050,0.08,0.17,500000000,0.02,0.033,0.117,0.15,0.072,-0.006,-0.033,-0.108,5E+11,4150000000,4710000000,1890000000,8000000000,3700000000,3000000000,3800000000,1550000000,4000000000,1,5E+11,6.72624E+12,4150000000,4710000000,1289240753,4000000000,1,1,1,1550000000,500000000,1.2934E+11,120736.2399,2790.608373,915.0977271,0,550000000,1549999999,0,0,0,0,0,1287420753,1370000000,1549999999,0,2211898974,0,0,0,1287420753,2170000000,1549999999,4709500000,3999990000,0,0,0,25812115053,2.1915E+11,85250000010,72673631459,97114253448,10,10,10
2471,4.7,2.5,4.5,2.733,2050,0.07,0.105,200000000,-0.174,0,-0.15,0.128,0.083,0.028,0.083,-0.23,1E+12,4580000000,3450000000,11410000000,5000000000,8200000000,2000000000,10800000000,1170000000,8000000000,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,4.7,6.367,8.5,2.733,2040,0.07,0.105,800000000,-0.063,-0.033,0.05,0.106,0.15,-0.028,0.067,-0.23,1.1E+12,5010000000,2190000000,5460000000,14000000000,7300000000,2200000000,1000000000,2120000000,8000000000,1,1.1E+12,2.37361E+13,4400000000,2190000000,5460000000,7159992403,1,2200000000,1000000000,2120000000,800000000,2.75425E+11,313798.6604,5466.672898,2108.598602,5458180000,1599999999,2119999999,2189500000,37990497,0,999999999,0,5458180000,2419999999,2119999999,2189500000,2461989502,2113955284,999999999,0,5458180000,2420000000,2119999999,2189500000,7159982403,2199999999,999999999,0,3.11089E+11,2.794E+11,1.348E+11,1.09508E+11,1.57634E+11,57569776429,50000000010,10
2473,4.7,6.367,12.5,0.7,2045,0.07,0.04,200000000,-0.202,-0.033,0.117,0.15,0.05,-0.017,0.017,-0.132,1.1E+12,4580000000,4080000000,7840000000,11000000000,3700000000,2800000000,12200000000,1930000000,12000000000,1,1.1E+12,1.81892E+13,1980000000,4080000000,4891480929,10096905721,1,1495976790,12200000000,1930000000,200000000,3.73476E+11,152643.363,5042.400422,1610.249603,2771039076,0,1929999999,0,459222386,0,0,0,4889660929,0,1929999999,4079500000,2877107442,0,11955225568,0,4889660929,0,1929999999,4079500000,10096895721,1495976789,12199999999,0,2.07589E+11,67395894781,1.4475E+11,1.09908E+11,2.02448E+11,11133665177,3.56776E+11,10
2474,10,8.3,12.5,4.767,2040,0.08,0.04,600000000,-0.202,-0.033,-0.083,0.05,0.061,0.006,0.083,-0.206,1.1E+12,3290000000,2820000000,9030000000,8000000000,7300000000,3200000000,9400000000,1360000000,8000000000,1,1.1E+12,2.42441E+13,3290000000,2820000000,8000000000,291732946.1,1,3200000000,9400000000,1360000000,583200000,4.38636E+11,290155.6443,4924.184061,1975.39308,0,1310000000,1359999999,2499500000,0,0,737899667,0,7998180000,1310000000,1359999999,2819500000,0,0,6770100815,0,7998180000,1310000000,1359999999,2819500000,291722946,3199999999,9399999999,0,3.04583E+11,2.393E+11,1.02E+11,1.39408E+11,1458814731,34228360041,2.79022E+11,10
2475,4.7,2.5,0.5,4.767,2030,0.07,0.04,900000000,-0.202,0.05,0.117,0.061,0.094,-0.017,-0.033,-0.01,5E+11,5440000000,3450000000,4270000000,6500000000,3700000000,2400000000,3800000000,1170000000,4000000000,1,5E+11,6.92582E+12,4400000000,3450000000,4000000000,10000,1,1,1,1170000000,468000000,235038.835,195123.6708,2742.289991,1129.169415,0,799999999,1169999999,0,0,0,0,0,3998180000,1619999999,1169999999,0,0,0,0,0,3998180000,2420000000,1169999999,3449500000,0,0,0,0,1.42527E+11,2.354E+11,65565050035,56507500000,150000,10,10,10
2476,8.233,2.5,0.5,4.767,2035,0.08,0.105,800000000,-0.23,0.083,0.117,0.061,0.106,0.028,0.083,-0.034,6E+11,5010000000,1560000000,4270000000,18500000000,4600000000,2600000000,13600000000,980000000,16000000000,1,6E+11,7.94003E+12,4400000000,1560000000,4270000000,5000011695,1,1,11945442248,980000000,800000000,4.90545E+11,150274.5077,1819.239339,773.2500053,0,0,979999999,0,0,0,0,0,1768180000,820000000,979999999,0,2499989999,0,0,0,4268180000,2420000000,979999999,1559500000,5000001695,0,11945442247,0,1.00332E+11,1.914E+11,49000000010,15607500000,1.125E+11,10,1.3116E+11,10
2477,6.467,6.367,4.5,2.733,2030,0.09,0.04,400000000,-0.119,0.083,0.05,0.05,0.15,-0.017,0.033,-0.01,7E+11,4580000000,1560000000,5460000000,5000000000,5500000000,2200000000,13600000000,1360000000,4000000000,1,7E+11,1.04196E+13,4186666667,1560000000,1500000001,4000000000,1,2200000000,13600000000,1360000000,400000000,3.64684E+11,129502.4052,2400.80889,814.1766901,0,800000000,1359999999,0,0,0,0,0,1498180001,1620000000,1359999999,0,2499989999,0,128079352,0,1498180001,2206666667,1359999999,1559500000,3999990000,2199999999,13599999999,0,30027300020,2.322E+11,81600000010,31207500000,90044009644,22000000010,2.12921E+11,10
2478,6.467,6.367,0.5,2.733,2040,0.07,0.04,600000000,-0.174,0.05,-0.117,0.061,0.139,-0.017,-0.05,-0.059,8E+11,2430000000,4710000000,9030000000,5000000000,3700000000,2200000000,12200000000,1170000000,4000000000,1,8E+11,1.69554E+13,2430000000,4710000000,1820000,4000000000,1,2200000000,7241366747,1170000000,193300000,2.33793E+11,87307.44006,3737.12139,1149.42669,0,450000000,1169999999,0,543910267,0,0,0,0,450000000,1169999999,4709500000,3999990000,2199999999,0,0,0,450000000,1169999999,4709500000,3999990000,2199999999,7241366746,0,27300000,1.7995E+11,87750000010,1.99458E+11,1.33195E+11,66000000010,1.33621E+11,10
2479,4.7,6.367,0.5,6.8,2045,0.08,0.04,500000000,-0.036,-0.05,-0.083,0.061,0.15,-0.05,0.017,-0.23,9E+11,3720000000,1560000000,5460000000,6500000000,8200000000,2400000000,5200000000,2120000000,4000000000,1,9E+11,2.18189E+13,3720000000,1560000000,3959232384,4000000000,1,2400000000,5200000000,2120000000,456205747.5,2.768E+11,212103.3087,4708.894114,1593.566849,3538947615,1599999999,2119999999,1559500000,459222385,0,0,0,3957412384,1740000000,2119999999,1559500000,459222385,2399999999,3014632657,0,3957412384,1740000000,2119999999,1559500000,3999990000,2399999999,5199999999,0,1.50027E+11,2.61E+11,1.44371E+11,78007500000,60502064491,72000000010,1.34092E+11,10
2480,8.233,6.367,0.5,2.733,2035,0.09,0.17,400000000,-0.063,0.1,0.15,0.139,0.072,-0.006,0.033,-0.132,7E+11,5870000000,4080000000,9030000000,5000000000,1900000000,2200000000,13600000000,1550000000,4000000000,1,7E+11,9.59383E+12,4186666667,4080000000,275814229.9,4000000000,1,1,13600000000,1550000000,400000000,3.50504E+11,107730.6842,2671.082976,844.7655761,0,483458927,1549999999,0,0,0,0,0,273994230,1303458927,1549999999,0,3724175770,0,0,0,273994230,2206666667,1549999999,4079500000,3999990000,0,13599999999,0,5543584598,2.15857E+11,85250000010,69107500000,1.27242E+11,10,1.97E+11,10
2481,6.467,4.433,12.5,4.767,2035,0.07,0.105,900000000,-0.23,0.083,-0.05,0.128,0.106,0.039,-0.05,-0.157,6E+11,5870000000,4080000000,11410000000,14000000000,8200000000,2000000000,5200000000,1740000000,8000000000,1,6E+11,7.6241E+12,4400000000,4080000000,1820000,8000000000,1,2000000000,1,1740000000,354400000,3.8368E+11,103752.7712,2543.15864,788.0272174,0,400000000,1739999999,0,0,0,0,0,0,1220000000,1739999999,0,7005548210,0,0,0,0,2420000000,1739999999,4079500000,7999990000,1999999999,0,0,27300000,2.134E+11,87000000010,51989176803,2.27584E+11,20000000010,10,10
2482,6.467,2.5,0.5,0.7,2030,0.07,0.105,600000000,-0.119,-0.033,0.05,0.15,0.05,-0.028,-0.017,-0.157,1.1E+12,2430000000,3450000000,1890000000,12500000000,2800000000,2600000000,1000000000,1930000000,4000000000,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,10,4.433,8.5,4.767,2035,0.07,0.04,400000000,-0.202,-0.017,0.05,0.139,0.15,-0.039,0.083,-0.23,8E+11,5010000000,3450000000,11410000000,9500000000,2800000000,2000000000,5200000000,790000000,16000000000,1,8E+11,1.19421E+13,2379999999,3450000000,7687388423,7332063716,1,1,5200000000,790000000,400000000,4.90545E+11,226952.4369,2729.879251,1323.709715,0,399999999,0,0,0,0,0,0,7430220478,399999999,789999999,2499500000,4530488027,0,0,0,7685568423,399999999,789999999,3449500000,7332053716,0,5199999999,0,2.90486E+11,1.234E+11,31600000010,81507500000,1.7497E+11,10,98036901256,10
2484,8.233,6.367,4.5,0.7,2035,0.08,0.105,700000000,-0.063,0.1,0.117,0.15,0.15,-0.028,0.083,-0.083,8E+11,3290000000,300000000,3080000000,18500000000,2800000000,2600000000,5200000000,1550000000,20000000000,1,8E+11,1.03664E+13,3290000000,300000000,3080000000,11474434530,1,1,5200000000,1550000000,653151720.3,4.90545E+11,185293.1614,2940.16639,1101.89669,1918180000,490000000,1549999999,0,0,0,0,0,3078180000,1310000000,1549999999,0,5502839824,0,0,0,3078180000,1310000000,1549999999,299500000,11474424530,0,5199999999,0,1.52027E+11,2.0125E+11,93000000010,6007500000,2.52514E+11,10,95200800872,10
2485,10,2.5,8.5,6.8,2045,0.07,0.04,300000000,-0.174,0,0.05,0.117,0.094,0.039,0.083,-0.206,5E+11,3720000000,300000000,10220000000,9500000000,5500000000,2800000000,1000000000,1740000000,8000000000,1,5E+11,7.27421E+12,2249419887,300000000,3911093336,4411093337,1,2800000000,1000000000,1740000000,300000000,3.73476E+11,154137.01,2329.124828,905.0390183,0,269419887,0,0,0,0,0,0,3909273336,269419887,1739999999,0,2189106287,0,0,0,3909273336,269419887,1739999999,299500000,4411083337,2799999999,999999999,0,1.40623E+11,1.51561E+11,69600000010,6007500000,1.01983E+11,19346568629,10877975677,10
2486,8.233,8.3,4.5,0.7,2050,0.07,0.04,400000000,-0.119,0.1,0.083,0.106,0.128,-0.028,0.067,-0.034,6E+11,5440000000,300000000,1890000000,11000000000,9100000000,2200000000,9400000000,980000000,16000000000,1,6E+11,8.20337E+12,4367561821,300000000,1890000000,6488531804,1,1,9400000000,980000000,400000000,3E+11,149807.2774,1727.079796,717.6030969,0,767561821,979999999,0,0,0,0,0,1888180000,1587561821,979999999,0,1737440867,0,0,0,1888180000,2387561821,979999999,299500000,6488521804,0,9399999999,0,66177300000,2.31322E+11,53900000010,4507500000,92659548543,10,1.51434E+11,10
2487,4.7,2.5,8.5,2.733,2035,0.09,0.105,800000000,0.02,0.033,-0.15,0.117,0.117,0.017,0.067,-0.01,5E+11,5010000000,300000000,3080000000,18500000000,1900000000,2000000000,2400000000,1740000000,20000000000,1,5E+11,5.93947E+12,4041182727,500000,1820000,12500000000,1,1,1,1740000000,436206445.4,2.9375E+11,83753.98356,1885.860688,558.44475,0,0,0,0,0,0,0,0,0,461182727,1739999999,0,4999989999,0,0,0,0,2061182727,1739999999,0,12499990000,0,0,0,27300000,1.71665E+11,78300000010,7500000,2.5E+11,10,10,10
2488,4.7,6.367,8.5,4.767,2040,0.07,0.17,1000000000,0.02,-0.017,-0.117,0.083,0.128,-0.05,-0.05,-0.034,6E+11,3720000000,2190000000,1890000000,6500000000,5500000000,3600000000,3800000000,980000000,4000000000,1,6E+11,1.03071E+13,3720000000,2190000000,1820000,4000000000,1,3600000000,1,980000000,283600000,2.47E+11,126350.0722,2478.218938,845.9178031,0,1599999999,979999999,0,748397385,0,0,0,0,1740000000,979999999,2189500000,3999990000,0,0,0,0,1740000000,979999999,2189500000,3999990000,3599999999,0,0,27300000,2.61E+11,73500000010,74774578947,1.54698E+11,36000000010,10,10
2489,10,4.433,12.5,2.733,2050,0.09,0.04,500000000,-0.174,-0.017,-0.15,0.139,0.128,-0.028,-0.05,-0.206,6E+11,4580000000,5970000000,1890000000,9500000000,1900000000,3800000000,1000000000,1550000000,16000000000,1,6E+11,9.23201E+12,4400000000,5970000000,1820000,6000010002,1,1,1,1550000000,430800058,3.00001E+11,134937.9502,3274.291639,1092.122839,0,1599999999,1549999999,0,0,0,0,0,0,2419999999,1549999999,3242367876,1430435066,0,0,0,0,2420000000,1549999999,5969500000,6000000002,0,0,0,27300000,2.794E+11,85250000010,1.38201E+11,97122181882,10,10,10
2490,8.233,2.5,0.5,4.767,2030,0.07,0.17,200000000,0.02,0.083,0.117,0.061,0.094,0.039,0,-0.132,1E+12,4580000000,300000000,10220000000,15500000000,9100000000,2400000000,9400000000,2120000000,12000000000,1,1E+12,2.17896E+13,2833818969,300000000,213014791.2,7249596951,1,2400000000,9400000000,2120000000,200000000,5.28479E+11,98572.12334,3855.948027,1014.987418,162226477,853818969,2119999999,299500000,545500399,2399999999,715728302,0,211194791,853818969,2119999999,299500000,1699283373,2399999999,9399999999,0,211194791,853818969,2119999999,299500000,7249586951,2399999999,9399999999,0,4287595825,1.98031E+11,1.59E+11,18461250317,1.32779E+11,1.44E+11,3.43441E+11,10
2491,10,6.367,4.5,0.7,2050,0.08,0.04,900000000,-0.008,0.067,0.117,0.106,0.117,-0.028,0.033,-0.083,8E+11,5010000000,3450000000,9030000000,8000000000,1000000000,2800000000,6600000000,2310000000,12000000000,1,8E+11,9.75614E+12,4400000000,3450000000,9030000000,2970000000,1,1,6600000000,2310000000,730426000,1.716E+11,265842.1445,4539.413036,1728.004971,0,400000000,2309999999,0,0,0,0,0,8899042160,1220000000,2309999999,0,1430435065,0,0,0,9028180000,2420000000,2309999999,3449500000,2969990000,0,6599999999,0,2.83645E+11,2.134E+11,1.2705E+11,39257500000,62647956761,10,74000000010,10
2492,4.7,2.5,8.5,2.733,2040,0.08,0.17,500000000,-0.063,0.033,-0.05,0.106,0.061,0.017,0.017,-0.034,7E+11,5870000000,5340000000,9030000000,9500000000,9100000000,3800000000,6600000000,1550000000,12000000000,1,7E+11,9.11347E+12,4400000000,5340000000,546470588.2,9500000000,1,3800000000,3524639777,1550000000,500000000,4.32914E+11,110165.6144,2693.665361,857.514043,0,400000000,1549999999,0,0,0,0,0,0,1220000000,1549999999,0,6866589485,0,0,0,544650588,2420000000,1549999999,5339500000,9499990000,3799999999,3524639776,0,10956711765,2.134E+11,85250000010,69307500000,2.54832E+11,31007250744,35246397778,10
2493,10,8.3,4.5,0.7,2045,0.09,0.105,300000000,-0.036,0.017,0.05,0.061,0.05,-0.039,0.05,-0.132,1.1E+12,5010000000,2190000000,6650000000,6500000000,2800000000,2000000000,13600000000,2120000000,12000000000,1,1.1E+12,2.00166E+13,3333333333,2190000000,320239559.3,6262883713,1,2000000000,13600000000,2120000000,300000000,3.73476E+11,115959.7255,4464.412155,1248.415573,276512006,1353333333,2119999999,0,0,0,0,0,318419559,1353333333,2119999999,2189500000,1237106287,0,13599999999,0,318419559,1353333333,2119999999,2189500000,6262873713,1999999999,13599999999,0,6432091186,2.31971E+11,1.59E+11,87607500000,88161313464,20000000010,5.06828E+11,10
2494,10,4.433,12.5,2.733,2030,0.07,0.04,600000000,-0.202,0,-0.117,0.139,0.094,-0.006,0.083,-0.108,8E+11,3290000000,5970000000,10220000000,5000000000,9100000000,2200000000,10800000000,980000000,8000000000,1,8E+11,1.15463E+13,3290000000,5970000000,1820000,5000000000,1,2094347950,10800000000,980000000,259300000,5.28479E+11,103669.1863,2522.324326,858.7669858,0,799999999,979999999,0,0,0,0,0,0,1310000000,979999999,2301547993,4999989999,0,3659019402,0,0,1310000000,979999999,5969500000,4999990000,2094347949,10799999999,0,27300000,2.1365E+11,58800000010,1.25078E+11,1.60946E+11,17908794626,2.2359E+11,10
2495,6.467,4.433,4.5,4.767,2040,0.07,0.17,700000000,-0.147,0.1,0.017,0.117,0.117,-0.05,-0.05,-0.01,1E+12,2430000000,4710000000,9030000000,15500000000,5500000000,2400000000,12200000000,1930000000,8000000000,1,1E+12,1.92468E+13,2430000000,4710000000,3408210660,5657727277,1,2400000000,5728269798,1930000000,700000000,3.73476E+11,180757.3949,5796.432222,1895.908347,3351619319,450000000,1929999999,1169030419,543910268,0,0,0,3406390660,450000000,1929999999,4709500000,4990408316,0,0,0,3406390660,450000000,1929999999,4709500000,5657717277,2399999999,5728269797,0,1.62131E+11,1.8045E+11,1.4475E+11,2.12603E+11,1.76915E+11,24000000010,99152012554,10
2496,10,8.3,8.5,6.8,2050,0.08,0.17,200000000,-0.119,-0.017,0.117,0.139,0.094,0.05,0.067,-0.206,8E+11,3290000000,2820000000,700000000,11000000000,6400000000,3400000000,6600000000,600000000,16000000000,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497,6.467,4.433,12.5,2.733,2045,0.07,0.04,600000000,-0.063,0.05,0.117,0.139,0.15,0.05,-0.05,-0.23,4E+11,5870000000,2190000000,4270000000,11000000000,7300000000,3800000000,2400000000,980000000,4000000000,1,4E+11,5.68466E+12,4400000000,2190000000,1500000001,2499999999,1,3800000000,1,980000000,382500000,3.18337E+11,125989.8662,1035.151488,531.7931552,0,399999999,0,0,0,0,0,0,998179998,1219999999,0,0,2499989999,0,0,0,1498180001,2420000000,979999999,2189500000,2499989999,3799999999,0,0,40027300000,2.134E+11,19600000010,27939524162,62500149975,36533025888,10,10
2498,4.7,8.3,12.5,4.767,2050,0.08,0.04,500000000,-0.147,0.017,0.083,0.072,0.072,0.006,0.05,-0.23,8E+11,5440000000,930000000,3080000000,14000000000,6400000000,3600000000,10800000000,1740000000,12000000000,1,8E+11,1.34628E+13,4399999999,930000000,3080000000,8420622096,1,1,4999999999,1740000000,500000000,3E+11,236082.736,3543.398117,1384.398727,3078180000,1599999999,1519999998,0,280517690,0,0,0,3078180000,2419999999,1739999999,929500000,3043478866,0,0,0,3078180000,2419999999,1739999999,929500000,8420612096,0,4999999998,0,1.79027E+11,2.75317E+11,99999999990,38052329941,1.76595E+11,10,31007975073,10
2499,6.467,2.5,8.5,2.733,2050,0.07,0.04,1000000000,-0.119,0.017,-0.05,0.05,0.05,0.017,0.017,-0.23,1E+12,2860000000,2820000000,10220000000,15500000000,6400000000,3200000000,2400000000,790000000,12000000000,1,1E+12,2.21352E+13,2860000000,2820000000,10000000000,4057656515,1,3200000000,2400000000,790000000,611800000,3E+11,340387.4321,4170.624275,2005.249499,2498179999,880000000,789999999,2499499999,203870903,0,0,0,9998180000,880000000,789999999,2819500000,1197641976,0,2399999999,0,9998180000,880000000,789999999,2819500000,4057646515,3199999999,2399999999,0,4.14739E+11,2.119E+11,47400000010,1.39407E+11,62321100590,40111475144,84120906857,10
2500,4.7,2.5,0.5,4.767,2045,0.09,0.04,800000000,0.02,-0.033,-0.05,0.128,0.128,0.05,0.067,-0.108,1.1E+12,2430000000,1560000000,10220000000,14000000000,6400000000,2800000000,5200000000,2310000000,4000000000,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,10,6.367,0.5,0.7,2045,0.09,0.105,500000000,-0.008,0.017,0.117,0.094,0.05,0.039,0.033,-0.206,7E+11,5870000000,1560000000,9030000000,11000000000,9100000000,3600000000,8000000000,790000000,20000000000,1,7E+11,1.05043E+13,4400000000,1560000000,2319345023,6729521975,1,3600000000,8000000000,790000000,500000000,3.73476E+11,150084.8976,1511.457173,706.8412949,521692119,800000000,7875479,0,0,0,0,0,2317525023,1620000000,789999999,1559500000,2189106286,0,0,0,2317525023,2420000000,789999999,1559500000,6729511975,3599999999,7999999999,0,63030945800,2.354E+11,31678754812,39007500000,1.13883E+11,72000000010,1.45E+11,10
