future_id,Energy_DACCS,Energy_DOCCS,Energy_EW,Energy_OA,EnergyL,Land_A/R,Land_BECCS,LandL,ER_A/R,ER_BC,ER_BECCS,ER_DACCS,ER_DOCCS,ER_EW,ER_OA,ER_SCS,CDRRequired,Ymax_A/R,Ymax_BC,Ymax_BECCS,Ymax_DACCS,Ymax_DOCCS,Ymax_EW,Ymax_OA,Ymax_SCS,GeoSt,Solved,Removals,Costs,A/R,BC,BECCS,DACCS,DOCCS,EW,OA,SCS,Land,Energy,Water,Nitrogen,Phosphorous,BECCS_2050,A/R_2050,SCS_2050,BC_2050,DACCS_2050,EW_2050,OA_2050,DOCCS_2050,BECCS_2075,A/R_2075,SCS_2075,BC_2075,DACCS_2075,EW_2075,OA_2075,DOCCS_2075,BECCS_2100,A/R_2100,SCS_2100,BC_2100,DACCS_2100,EW_2100,OA_2100,DOCCS_2100,BECCS_removed,A/R_removed,SCS_removed,BC_removed,DACCS_removed,EW_removed,OA_removed,DOCCS_removed
690,10,2.5,4.5,0.7,2040,0.08,0.17,400000000,-0.036,0.083,-0.117,0.094,0.061,0.006,0,-0.206,1.1E+12,2000000000,4710000000,10220000000,9500000000,1000000000,3600000000,8000000000,600000000,20000000000,1,1.1E+12,2.68409E+13,2000000000,4710000000,1411453680,6592712944,1,3600000000,8000000000,600000000,400000000,4.38636E+11,103854.591,3579.167878,1262.837194,47043797,20000000,599999999,4709500000,169140540,0,2608660427,0,1409633680,20000000,599999999,4709500000,1047297057,3599999999,7999999999,0,1409633680,20000000,599999999,4709500000,6592702944,3599999999,7999999999,0,53859622778,1.502E+11,45000000010,2.70108E+11,99911489243,1.1996E+11,3.60961E+11,10
691,8.233,8.3,8.5,4.767,2030,0.07,0.04,800000000,-0.174,0.083,0.017,0.05,0.072,0.006,-0.017,-0.23,7E+11,2430000000,930000000,11410000000,9500000000,3700000000,3200000000,5200000000,790000000,8000000000,1,7E+11,1.21494E+13,2430000000,930000000,8000000000,10000,1,3200000000,5200000000,790000000,490100000,2.59942E+11,255553.5595,2370.626105,1261.80883,0,450000000,0,0,0,0,0,0,7998180000,450000000,789999999,929500000,0,0,0,0,7998180000,450000000,789999999,929500000,0,3199999999,5199999999,0,2.97542E+11,1.7595E+11,31600000010,27907500000,150000,64000000010,1.03E+11,10
692,10,6.367,12.5,2.733,2040,0.09,0.04,200000000,-0.202,0,-0.083,0.128,0.061,0.05,0.017,-0.034,4E+11,5440000000,5340000000,11410000000,6500000000,6400000000,2400000000,2400000000,980000000,16000000000,1,4E+11,5.57765E+12,1980000000,4816024544,1820000,6500000000,1,1818170357,1,980000000,200000000,4.38636E+11,63025.20587,1798.938242,559.4256841,0,0,979999999,0,0,0,0,0,0,0,979999999,0,3227297059,0,0,0,0,0,979999999,4815524544,6499990000,1818170356,0,0,27300000,1.29567E+11,53900000010,59747868162,1.43789E+11,12968939699,10,10
693,6.467,2.5,12.5,4.767,2030,0.08,0.105,200000000,-0.063,0.083,-0.05,0.15,0.117,0.039,-0.05,-0.01,9E+11,2860000000,2820000000,4270000000,9500000000,1900000000,3800000000,10800000000,1550000000,4000000000,1,9E+11,2.00816E+13,2460565780,2820000000,338730492.9,4000000000,1,2947514087,10800000000,1550000000,200000000,5.28479E+11,88685.35748,4126.635837,1203.770966,336910493,480565780,1549999999,2819500000,1407605013,0,0,0,336910493,480565780,1549999999,2819500000,3999990000,2050580210,1783052662,0,336910493,480565780,1549999999,2819500000,3999990000,2947514086,10799999999,0,6801909858,1.74217E+11,1.1625E+11,1.67607E+11,1.84831E+11,54377370923,1.95915E+11,10
694,8.233,8.3,4.5,6.8,2035,0.07,0.17,600000000,-0.147,0,-0.083,0.061,0.117,0.039,-0.017,-0.132,8E+11,5870000000,4080000000,7840000000,12500000000,4600000000,3600000000,6600000000,1740000000,12000000000,1,8E+11,1.22872E+13,4400000000,4080000000,1408109279,9948866694,1,3600000000,1,1740000000,600000000,4.90545E+11,151724.4717,3888.09763,1232.920642,0,1599999999,1739999999,0,0,0,0,0,28074143,2419999999,1739999999,3111345633,5502839825,0,0,0,1406289279,2420000000,1739999999,4079500000,9948856694,3599999999,0,0,28189485578,2.794E+11,1.218E+11,1.00226E+11,2.34385E+11,36000000010,10,10
695,6.467,8.3,8.5,2.733,2035,0.08,0.105,300000000,-0.119,0.017,-0.15,0.061,0.128,0.006,0,-0.23,5E+11,2000000000,4710000000,10220000000,11000000000,9100000000,2400000000,5200000000,2310000000,20000000000,1,5E+11,7.59426E+12,2000000000,4710000000,1820000,11000000000,1,2400000000,1,2310000000,223800000,4.38635E+11,68110.11313,1723.879493,564.563352,0,0,0,0,0,0,0,0,0,20000000,0,0,4999989999,0,0,0,0,20000000,2309999999,4709500000,10999990000,2399999999,0,0,27300000,1.394E+11,46200000010,70113671078,2.225E+11,21758878907,10,10
696,4.7,2.5,12.5,0.7,2040,0.08,0.17,200000000,0.02,0.017,-0.083,0.083,0.117,-0.039,0.067,-0.132,4E+11,3720000000,2190000000,9030000000,9500000000,1900000000,2000000000,6600000000,1360000000,20000000000,1,4E+11,5.49771E+12,1980000000,500000,1820000,9500000000,1,1,6600000000,1360000000,200000000,2.4635E+11,58986.52162,1461.439828,420.58419,0,0,0,0,0,0,0,0,0,0,1359999999,0,2499989999,0,0,0,0,0,1359999999,0,9499990000,0,6599999999,0,27300000,1.20906E+11,61200000010,7500000,1.7E+11,10,47858799985,10
697,4.7,2.5,8.5,6.8,2050,0.08,0.04,1000000000,-0.119,-0.05,0.05,0.083,0.106,-0.006,0.1,-0.083,4E+11,2860000000,300000000,6650000000,9500000000,3700000000,3200000000,13600000000,1550000000,12000000000,1,4E+11,5.22505E+12,2860000000,500000,6650000000,5350000000,1,1,1,1550000000,525830000,1.25725E+11,126428.1131,1942.208188,735.55475,0,0,0,0,0,0,0,0,0,0,1549999999,0,349990000,0,0,0,6648180000,880000000,1549999999,0,5349990000,0,0,0,1.04027E+11,1.37715E+11,62000000010,7500000,96250150000,10,10,10
698,6.467,6.367,4.5,6.8,2045,0.08,0.17,1000000000,-0.202,0.1,0.15,0.061,0.061,0.05,0.083,-0.034,1.1E+12,5010000000,4080000000,9030000000,5000000000,3700000000,2200000000,3800000000,1550000000,20000000000,1,1.1E+12,2.01233E+13,4400000000,4080000000,4934220534,5000000000,1,2200000000,3800000000,1550000000,1000000000,3.40375E+11,295077.5956,5704.976234,2193.169961,4932400534,1599999999,1549999999,3419499999,333747520,0,0,0,4932400534,2419999999,1549999999,4079500000,2166263881,1751518744,0,0,4932400534,2420000000,1549999999,4079500000,4999990000,2199999999,3799999999,0,2.78727E+11,2.794E+11,1.1625E+11,2.05307E+11,1.25994E+11,60001890229,34319860033,10
699,10,2.5,12.5,6.8,2050,0.08,0.04,800000000,-0.091,-0.017,-0.15,0.061,0.139,-0.006,-0.033,-0.01,1E+12,4580000000,5340000000,700000000,9500000000,2800000000,2600000000,6600000000,600000000,12000000000,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,8.233,8.3,0.5,4.767,2035,0.09,0.04,700000000,-0.23,0.067,0.083,0.072,0.083,-0.006,-0.017,-0.181,5E+11,3720000000,4710000000,1890000000,15500000000,1000000000,2400000000,13600000000,600000000,12000000000,1,5E+11,6.94761E+12,3720000000,4710000000,1890000000,10110000000,1,1,1,600000000,469038000,4.16178E+11,112390.2199,1344.81889,594.86169,0,0,0,0,0,0,0,0,0,820000000,599999999,0,3654326664,0,0,0,1888180000,1740000000,599999999,4709500000,10109990000,0,0,0,37827300000,1.866E+11,24000000010,58157500000,1.93415E+11,10,10,10
701,4.7,8.3,0.5,0.7,2030,0.07,0.105,600000000,-0.063,-0.017,-0.017,0.128,0.072,-0.028,0.083,-0.206,1E+12,5440000000,930000000,700000000,12500000000,9100000000,2600000000,12200000000,1930000000,4000000000,1,1E+12,1.60903E+13,4400000000,930000000,1820000,4000000000,1,2600000000,12200000000,1930000000,331200000,1.432E+11,135492.0265,2797.35661,877.0125872,0,1599999999,1929999999,0,1936804598,0,0,0,0,2419999999,1929999999,929500000,3999990000,0,12199999999,0,0,2420000000,1929999999,929500000,3999990000,2599999999,12199999999,0,27300000,2.794E+11,1.06414E+11,23257500000,1.84902E+11,26000000010,3.8E+11,10
702,8.233,6.367,0.5,6.8,2050,0.07,0.17,600000000,-0.202,0.1,0.083,0.117,0.083,0.028,-0.05,-0.01,7E+11,3720000000,2820000000,6650000000,18500000000,7300000000,2400000000,10800000000,600000000,12000000000,1,7E+11,1.16168E+13,3720000000,2820000000,2367526040,7141999556,1,2400000000,1,600000000,600000000,3E+11,185911.1864,2531.771897,1085.76888,2283254761,1599999999,599999999,0,160140062,0,0,0,2365706040,1740000000,599999999,2819500000,1591685978,2399999999,0,0,2365706040,1740000000,599999999,2819500000,7141989556,2399999999,0,0,1.04075E+11,2.61E+11,45000000010,1.03207E+11,1.14718E+11,72000000010,10,10
703,10,8.3,0.5,6.8,2045,0.07,0.04,800000000,-0.174,0.083,0.15,0.05,0.128,0.039,0.083,-0.206,7E+11,5440000000,2820000000,5460000000,8000000000,5500000000,2600000000,8000000000,980000000,12000000000,1,7E+11,9.62363E+12,4400000000,2820000000,5460000000,1899521976,1,2600000000,8000000000,980000000,537417227.5,3.73476E+11,229135.6194,2380.443213,1163.755674,0,800000000,0,0,0,0,0,0,5458180000,1620000000,979999999,0,1899511976,0,0,0,5458180000,2420000000,979999999,2819500000,1899511976,2599999999,7999999999,0,2.01327E+11,2.354E+11,39200000010,52281197933,47488199400,26000000010,98303302648,10
704,4.7,6.367,8.5,2.733,2045,0.07,0.105,400000000,-0.036,0.05,-0.117,0.094,0.083,-0.017,-0.033,-0.181,4E+11,3290000000,2820000000,1890000000,12500000000,8200000000,3200000000,13600000000,1740000000,20000000000,1,4E+11,5.24217E+12,3290000000,500000,1820000,12499999999,1,1,1,1740000000,302800000,2.9375E+11,73802.32447,1483.965688,456.02475,0,0,0,0,0,0,0,0,0,102556666,1739999999,0,2499989999,0,0,0,0,1310000000,1739999999,0,12499989999,0,0,0,27300000,1.51565E+11,60900000010,7500000,1.875E+11,10,10,10
705,8.233,8.3,0.5,6.8,2040,0.08,0.04,400000000,-0.036,0,-0.117,0.117,0.139,-0.05,-0.033,-0.083,1.1E+12,4150000000,5970000000,3080000000,5000000000,2800000000,3400000000,10800000000,1170000000,8000000000,1,1.1E+12,2.56665E+13,3817371850,5970000000,3080000000,5000000000,1,3400000000,6597369380,1170000000,400000000,4.38636E+11,184831.6988,5272.423685,1870.600924,101857064,1599999999,1169999999,5969500000,427240095,0,0,0,2546249626,1837371850,1169999999,5969500000,3713466608,3399999999,0,0,3078180000,1837371850,1169999999,5969500000,4999990000,3399999999,6597369379,0,1.10089E+11,2.51306E+11,87750000010,3.20708E+11,1.33662E+11,1.02E+11,94486066084,10
706,4.7,4.433,0.5,6.8,2045,0.09,0.17,300000000,-0.063,0.05,-0.15,0.094,0.128,0.017,0.1,-0.01,9E+11,2430000000,1560000000,700000000,6500000000,5500000000,3000000000,10800000000,1170000000,8000000000,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,4.7,4.433,12.5,0.7,2040,0.07,0.105,400000000,-0.23,0.05,-0.15,0.072,0.05,-0.006,0.05,-0.01,1.1E+12,5440000000,5970000000,10220000000,9500000000,1000000000,2600000000,13600000000,1930000000,16000000000,1,1.1E+12,1.61709E+13,4400000000,5970000000,1820000,9500000000,1,2600000000,13600000000,1930000000,363100000,4.3335E+11,125138.6219,4165.72889,1255.82169,0,1200000000,1929999999,0,0,0,0,0,0,2020000000,1929999999,3469500000,5825563802,0,6989743874,0,0,2420000000,1929999999,5969500000,9499990000,2599999999,13599999999,0,27300000,2.574E+11,1.2545E+11,1.41608E+11,2.45459E+11,21210066715,3.08846E+11,10
708,6.467,8.3,0.5,4.767,2030,0.08,0.105,300000000,-0.202,0,0.05,0.083,0.061,-0.039,0.067,-0.01,7E+11,4150000000,5970000000,10220000000,12500000000,2800000000,3400000000,1000000000,1550000000,16000000000,1,7E+11,9.53107E+12,2843750000,5970000000,68101917.19,12500000000,1,1,1000000000,1550000000,300000000,4.28023E+11,85251.8045,2716.776905,815.3953974,0,0,1549999999,0,0,0,0,0,66281917,820000000,1549999999,0,8767110465,0,0,0,66281917,863750000,1549999999,5969500000,12499990000,0,999999999,0,1389338344,1.72275E+11,85250000010,81907500000,3.44178E+11,10,15000000010,10
709,6.467,8.3,4.5,6.8,2045,0.08,0.17,500000000,-0.119,0.017,-0.05,0.083,0.117,-0.028,-0.017,-0.157,7E+11,3290000000,2820000000,11410000000,15500000000,8200000000,3400000000,10800000000,1930000000,16000000000,1,7E+11,1.08283E+13,3290000000,2820000000,1277451187,11250299655,1,430999236.8,1,1930000000,500000000,3.73476E+11,139154.6222,4051.505659,1232.474586,0,1310000000,1929999999,0,0,0,0,0,1275631187,1310000000,1929999999,2819500000,3385041422,0,0,0,1275631187,1310000000,1929999999,2819500000,11250289655,430999236,0,0,43851548545,2.3495E+11,1.351E+11,81407499995,2.00381E+11,4309992378,10,10
710,6.467,6.367,0.5,4.767,2050,0.07,0.105,200000000,-0.23,-0.05,0.117,0.139,0.061,0.017,-0.05,-0.034,9E+11,2000000000,3450000000,11410000000,11000000000,1000000000,2600000000,10800000000,1170000000,20000000000,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,10,4.433,8.5,0.7,2030,0.07,0.105,900000000,-0.036,-0.017,-0.05,0.128,0.15,-0.006,0.083,-0.206,8E+11,3720000000,2190000000,6650000000,18500000000,2800000000,3200000000,8000000000,1930000000,8000000000,1,8E+11,1.12239E+13,3720000000,2190000000,1820000,8000000000,1,2364205808,8000000000,1930000000,306800000,5.28479E+11,117825.769,2331.114199,770.8266088,0,1200000000,0,0,0,0,0,0,0,1740000000,1929999999,1050605093,5790000001,0,2999999999,0,0,1740000000,1929999999,2189500000,7999990000,2364205807,7999999999,0,27300000,2.424E+11,77200000010,49063025467,2.3713E+11,19179286203,1.75E+11,10
712,10,6.367,0.5,0.7,2030,0.08,0.17,400000000,-0.119,-0.05,-0.117,0.106,0.05,0.039,0.1,-0.132,5E+11,4580000000,300000000,6650000000,11000000000,2800000000,3600000000,1000000000,1550000000,20000000000,1,5E+11,6.29955E+12,4247442555,500000,1820000,10380102686,1,2389445005,1000000000,1550000000,400000000,5.28479E+11,92718.14355,1886.284242,577.6113454,0,0,1549999999,0,0,0,0,0,0,820000000,1549999999,0,4360791029,0,0,0,0,2267442555,1549999999,0,10380092686,2389445004,999999999,0,27300000,1.90637E+11,77500000010,7500000,2.09881E+11,11947225033,10000000010,10
713,6.467,4.433,4.5,4.767,2035,0.09,0.105,1000000000,-0.147,0,0.017,0.15,0.117,0.017,0.017,-0.206,1E+12,2860000000,3450000000,3080000000,17000000000,2800000000,3000000000,6600000000,600000000,8000000000,1,1E+12,1.93063E+13,2860000000,3450000000,3080000000,5500000000,1,3000000000,6600000000,600000000,609336000,4.02654E+11,209003.8369,3392.39228,1437.356282,3078180000,880000000,599999999,2874114509,880022390,0,0,0,3078180000,880000000,599999999,3449500000,4918026947,2999999999,0,0,3078180000,880000000,599999999,3449500000,5499990000,2999999999,6599999999,0,1.84827E+11,2.119E+11,45000000010,1.71504E+11,1.87935E+11,80000000010,1.18834E+11,10
714,6.467,2.5,4.5,4.767,2035,0.07,0.105,700000000,-0.147,0.05,-0.117,0.139,0.139,-0.028,-0.033,-0.157,8E+11,5440000000,5970000000,4270000000,8000000000,4600000000,3400000000,13600000000,980000000,4000000000,1,8E+11,1.3442E+13,4400000000,5970000000,1820000,4000000000,1,3400000000,6082800737,980000000,331200000,3.50824E+11,135274.7833,2874.04889,1019.46669,0,1599999999,979999999,0,880022390,0,0,0,0,2419999999,979999999,4999499999,3999990000,0,0,0,0,2420000000,979999999,5969500000,3999990000,3399999999,6082800736,0,27300000,2.794E+11,63700000010,1.47207E+11,1.59423E+11,34000000010,1.16242E+11,10
715,10,8.3,8.5,0.7,2045,0.07,0.105,700000000,-0.23,0.1,-0.117,0.128,0.094,-0.028,-0.033,-0.108,5E+11,4150000000,300000000,7840000000,9500000000,7300000000,2400000000,2400000000,600000000,4000000000,1,5E+11,8.2171E+12,4150000000,300000000,1820000,4000000000,1,2400000000,2400000000,600000000,313700000,3.104E+11,131987.1445,1269.025427,544.9810679,0,1599999999,599999999,0,215834521,0,0,0,0,2170000000,599999999,299500000,2189106287,0,0,0,0,2170000000,599999999,299500000,3999990000,2399999999,2399999999,0,27300000,2.7315E+11,42000000010,10416528860,1.0363E+11,22776529432,48000000010,10
716,4.7,4.433,4.5,0.7,2030,0.09,0.04,800000000,-0.091,-0.017,-0.017,0.139,0.072,-0.028,-0.033,-0.083,6E+11,5010000000,930000000,3080000000,11000000000,6400000000,2000000000,13600000000,2120000000,8000000000,1,6E+11,7.38122E+12,4400000000,930000000,1820000,8000000000,1,1,1,2120000000,442400000,1.88E+11,103870.2574,2882.49889,818.54169,0,400000000,2119999999,0,0,0,0,0,0,1220000000,2119999999,0,7999990000,0,0,0,0,2420000000,2119999999,929500000,7999990000,0,0,0,27300000,2.134E+11,1.166E+11,13957500000,2.56015E+11,10,10,10
717,4.7,4.433,8.5,2.733,2040,0.08,0.105,800000000,-0.23,-0.017,-0.15,0.072,0.094,-0.006,0.1,-0.108,4E+11,2860000000,930000000,9030000000,17000000000,6400000000,2400000000,12200000000,1930000000,20000000000,1,4E+11,5.39685E+12,2860000000,500000,1820000,7876504996,1,1,4999999999,1930000000,274483729,2.53423E+11,70021.90329,1835.37889,520.29669,0,0,0,0,0,0,0,0,0,20000000,1929999999,0,2499990000,0,0,0,0,880000000,1929999999,0,7876494996,0,4999999998,0,27300000,1.44E+11,77200000010,7500000,1.53765E+11,10,25000000005,10
718,10,6.367,12.5,2.733,2040,0.07,0.105,600000000,-0.063,0.033,0.05,0.139,0.128,-0.039,0.017,-0.132,5E+11,5010000000,300000000,3080000000,9500000000,7300000000,3800000000,9400000000,1550000000,4000000000,1,5E+11,6.80757E+12,4400000000,300000000,1820000,4000000000,1,1,8652798625,1550000000,331200000,3.1824E+11,103222.5373,1944.80889,617.07669,0,400000000,1549999999,0,0,0,0,0,0,1220000000,1549999999,0,3227297059,0,0,0,0,2420000000,1549999999,299500000,3999990000,0,8652798624,0,27300000,2.134E+11,77500000010,4507500000,99773220586,10,1.04792E+11,10
719,10,2.5,12.5,6.8,2050,0.07,0.105,200000000,-0.202,0.05,0.15,0.128,0.128,-0.028,0.033,-0.034,4E+11,5010000000,930000000,5460000000,17000000000,4600000000,2600000000,12200000000,1360000000,16000000000,1,4E+11,5.8124E+12,2750018183,930000000,89485482.7,6000010002,1,1,1,1360000000,200000000,3.00001E+11,93703.10887,2276.947785,685.7068472,17026558,770018183,1359999999,0,0,0,0,0,87665483,770018183,1359999999,929500000,1430435066,0,0,0,87665483,770018183,1359999999,929500000,6000000002,0,0,0,1817009654,1.91603E+11,86200000005,23257500000,97122181892,10,10.00009621,10
720,8.233,8.3,8.5,4.767,2040,0.09,0.105,400000000,-0.147,0.067,-0.15,0.117,0.15,-0.028,0.033,-0.083,1E+12,3720000000,3450000000,9030000000,8000000000,2800000000,3800000000,12200000000,1930000000,8000000000,1,1E+12,2.028E+13,3720000000,3450000000,718174258.9,4737832194,1,1,12200000000,1930000000,400000000,4.38636E+11,141169.2529,5328.538095,1625.663172,193996609,1599999999,1929999999,3449500000,262157806,0,285110654,0,716354259,1740000000,1929999999,3449500000,262157806,0,6770097107,0,716354259,1740000000,1929999999,3449500000,4737822194,0,12199999999,0,26562568705,2.61E+11,1.4475E+11,2.17301E+11,35675076497,10,3.14711E+11,10
721,6.467,4.433,4.5,0.7,2040,0.08,0.17,200000000,-0.147,0.05,-0.15,0.128,0.05,-0.028,0.05,-0.181,7E+11,5010000000,2820000000,10220000000,8000000000,7300000000,2000000000,1000000000,1930000000,20000000000,1,7E+11,1.12969E+13,2500000000,2820000000,1820000,8000000000,1,2000000000,1000000000,1930000000,200000000,3.0718E+11,81818.53148,4043.677393,1109.707956,0,520000000,1929999999,0,543910267,0,0,0,0,520000000,1929999999,2819500000,4882166472,0,999999999,0,0,520000000,1929999999,2819500000,7999990000,1999999999,999999999,0,27300000,1.67851E+11,1.351E+11,1.11207E+11,2.21532E+11,28404516321,35878046203,10
722,6.467,2.5,8.5,0.7,2050,0.07,0.105,200000000,-0.091,-0.017,-0.017,0.117,0.083,-0.006,-0.017,-0.083,6E+11,4580000000,4080000000,4270000000,14000000000,1000000000,2400000000,3800000000,980000000,16000000000,1,6E+11,9.71214E+12,2857142857,4080000000,44427666.37,8566656582,1,228176066.5,3800000000,980000000,200000000,3E+11,94014.28872,2739.909572,872.853131,0,877142857,979999999,0,203870903,0,0,0,42607666,877142857,979999999,4079500000,2211898972,0,0,0,42607666,877142857,979999999,4079500000,8566646582,228176066,3799999999,0,915853327.4,1.92852E+11,73500000010,1.14117E+11,1.41474E+11,1140880343,76000000010,10
723,4.7,8.3,4.5,2.733,2050,0.08,0.105,200000000,-0.008,0.067,0.05,0.106,0.117,-0.017,-0.017,-0.132,9E+11,2860000000,2820000000,3080000000,6500000000,8200000000,2400000000,13600000000,1360000000,20000000000,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,8.233,2.5,4.5,0.7,2045,0.08,0.04,500000000,-0.119,-0.05,-0.05,0.094,0.106,0.028,0.05,-0.181,9E+11,3720000000,5970000000,7840000000,18500000000,7300000000,3600000000,1000000000,600000000,20000000000,1,9E+11,1.65472E+13,3720000000,5970000000,5559451262,7019944380,1,3600000000,1000000000,600000000,500000000,3.73476E+11,228908.3107,3558.117648,1538.538251,0,1599999999,599999999,0,262157804,0,0,0,4818578059,1740000000,599999999,5969500000,1920819828,1194878492,999999999,0,5557631262,1740000000,599999999,5969500000,7019934380,3599999999,999999999,0,1.88187E+11,2.49921E+11,42000000010,1.93596E+11,1.23055E+11,68240228742,35000000010,10
725,8.233,6.367,4.5,0.7,2030,0.08,0.105,200000000,-0.202,0.083,0.083,0.128,0.15,0.006,-0.017,-0.083,8E+11,5010000000,2190000000,11410000000,17000000000,2800000000,3200000000,5200000000,1360000000,20000000000,1,8E+11,1.24474E+13,2471682611,2190000000,255686274.7,10646876193,1,3200000000,5200000000,1360000000,200000000,5.28479E+11,81458.48581,3128.503542,899.41455,155271543,491682611,1359999999,0,1105670061,0,0,0,253866275,491682611,1359999999,2189500000,7287744444,0,0,0,253866275,491682611,1359999999,2189500000,10646866193,3199999999,5199999999,0,5141025493,1.60122E+11,1.02E+11,86619637648,3.11157E+11,31959864560,1.03E+11,10
726,4.7,8.3,4.5,2.733,2035,0.08,0.17,800000000,-0.119,0.05,-0.15,0.094,0.094,-0.017,-0.05,-0.059,7E+11,2860000000,5340000000,1890000000,14000000000,5500000000,3400000000,5200000000,980000000,16000000000,1,7E+11,9.52181E+12,2860000000,5340000000,1820000,12500000000,1,1,1,980000000,301300000,2.9375E+11,91136.84672,2257.67895,747.0967654,0,374287510,979999999,0,0,0,0,0,0,880000000,979999999,339500000,9366589485,0,0,0,0,880000000,979999999,5339500000,12499990000,0,0,0,27300000,1.86E+11,58800000010,96007500000,3.59165E+11,10,10,10
727,8.233,2.5,4.5,0.7,2040,0.08,0.105,400000000,-0.036,-0.05,0.05,0.072,0.094,-0.017,0.1,-0.059,1E+12,4150000000,3450000000,700000000,14000000000,7300000000,2200000000,6600000000,790000000,8000000000,1,1E+12,1.87452E+13,4150000000,3450000000,700000000,7782258065,1,2200000000,6600000000,790000000,400000000,3.92957E+11,150422.2024,2869.142963,1068.108179,698180000,1599999999,789999999,0,266136862,0,0,0,698180000,2170000000,789999999,3449500000,3358796377,0,6599999999,0,698180000,2170000000,789999999,3449500000,7782248065,2199999999,6599999999,0,31520689065,2.7315E+11,59250000010,1.42758E+11,1.60322E+11,44000000010,2.89E+11,10
